job_id,task_index,scheduling_class,priority,cpu_request,memory_request,disk_space_request,time_seconds,duration
6238835525,183,1,9,0.03125,0.02795,0.0001926,0,672.7704906
6176871439,2179,2,1,0.0625,0.05316,0.000308,0,672.7704906
6251915193,205,0,2,0.02499,0.03339,0.0003862,3851.600456,672.7704906
3668158425,38,2,1,0.0625,0.002953,1.91E-05,0,672.7704906
6250257820,1785,0,2,0.0625,0.1592,0.001158,0,672.7704906
6250245734,2840,0,2,0.0625,0.1184,0.001158,0,672.7704906
6182081479,9,1,1,0,0.003361,1.91E-05,0,672.7704906
6225094011,0,1,9,0.01874,0.006218,3.82E-05,0,672.7704906
4527720971,91,3,9,0.0625,0.01901,0.0002651,0,672.7704906
6240256777,134,3,8,0.006248,0.003883,4.39E-05,0,672.7704906
6251640760,40,0,2,0.02499,0.03339,0.0003862,0,672.7704906
6252011634,32,0,2,0.006248,0.01358,7.53E-05,5334.312818,672.7704906
6251640760,933,0,2,0.02499,0.03339,0.0003862,0,672.7704906
6251841674,43,0,2,0.009369,0.01048,1.91E-05,2464.412596,672.7704906
6251441029,104,0,2,0.125,0.04773,1.91E-05,1302.809793,672.7704906
6251726235,91,0,2,0.02499,0.02545,0.0003862,1437.048657,672.7704906
6210686295,76,1,9,0.03125,0.08228,0.0005884,0,672.7704906
6251532251,124,0,2,0.02499,0.02545,0.0003862,0,672.7704906
6238340468,2947,1,0,0.0625,0.03961,3.82E-05,0,672.7704906
6238340468,2017,1,0,0.0625,0.03961,3.82E-05,0,672.7704906
6133390513,85,2,1,0.0075,0.01012,0.0001183,0,672.7704906
6251860459,146,0,2,0.02499,0.0119,0.0003862,2788.104295,672.7704906
5456984290,130,3,9,0.2219,0.2163,0.0005064,0,672.7704906
4476805516,900,3,9,0.01938,0.004974,9.06E-05,0,672.7704906
6250245734,2777,0,2,0.0625,0.1184,0.001158,0,672.7704906
6251866953,62,0,2,0.02499,0.03339,0.0003862,2851.444539,672.7704906
6207113872,50,1,9,0.006248,0.02386,0.0001926,0,672.7704906
6186120532,667,2,9,0.006248,0.1323,0.0003281,0,672.7704906
6218406404,4366,2,0,0.04065,0.02069,3.82E-05,0,672.7704906
4665891113,1004,3,9,0.06189,0.03821,0.0003862,0,672.7704906
6176858948,3065,2,1,0.01874,0.003109,2.67E-05,0,672.7704906
5633031188,127,2,2,0.003124,0.05878,0.0009499,0,672.7704906
4665903885,90,2,9,0.0625,0.03821,0.0003862,0,672.7704906
6251812952,1319,0,2,0.02499,0.07959,0.0003862,3215.045738,672.7704906
5402488769,127,1,0,0.0006247,0.003883,2.10E-05,0,672.7704906
6251754480,107,0,2,0.03125,0.007767,2.86E-05,1599.233216,672.7704906
6183975952,29,2,9,0.006248,0.1343,0.0003328,0,672.7704906
6250245734,2845,0,2,0.0625,0.1184,0.001158,0,672.7704906
6251753305,731,0,2,0.02499,0.03339,0.0003862,1599.232769,672.7704906
6219557576,313,0,0,0.03125,0.006836,1.91E-05,0,672.7704906
4672894572,77,3,9,0.1125,0.06384,6.96E-05,0,672.7704906
4665897969,106,3,9,0.3394,0.07642,0.0003862,0,672.7704906
6251712256,436,0,2,0.02499,0.03339,0.0003862,1372.983912,672.7704906
6251640760,1039,0,2,0.02499,0.03339,0.0003862,0,672.7704906
6251803864,1485,0,2,0.02499,0.02545,0.0003862,2175.432358,672.7704906
6218406404,331,2,0,0.04065,0.02069,3.82E-05,0,672.7704906
6207113872,75,1,9,0.006248,0.02386,0.0001926,0,672.7704906
6251537638,1478,0,2,0.02499,0.07959,0.0003862,0,672.7704906
6127579059,0,1,9,0.006248,0.01709,4.48E-05,0,672.7704906
6207106977,44,1,9,0.04999,0.04456,7.73E-05,0,672.7704906
5633031188,378,2,2,0.003124,0.05878,0.0009499,0,672.7704906
6221861800,2638,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6251921741,629,0,2,0.02499,0.03339,0.0003862,3938.009318,672.7704906
6221861800,17999,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6250245734,1409,0,2,0.0625,0.1184,0.001158,0,672.7704906
6250245734,1704,0,2,0.0625,0.1184,0.001158,0,672.7704906
6251726235,644,0,2,0.02499,0.02545,0.0003862,1437.04921,672.7704906
4857080139,91,2,2,0.0625,0.04773,0.0001736,0,672.7704906
6238340468,2244,1,0,0.0625,0.03961,3.82E-05,0,672.7704906
6251687275,891,0,2,0.02499,0.03339,0.0003862,870.118439,672.7704906
6250245734,2867,0,2,0.0625,0.1184,0.001158,0,672.7704906
6251769576,14,1,2,0.03125,0.009323,0.0001545,1836.731125,672.7704906
6238840043,171,1,9,0.03125,0.02795,0.0001926,0,672.7704906
6182354117,1,3,1,0.006248,0.1484,0.0003681,0,672.7704906
6221861800,690,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6225099547,12,2,2,0.03064,0.01317,0.0001554,0,672.7704906
6250257820,4105,0,2,0.0625,0.1592,0.001158,0,672.7704906
6227242375,0,2,1,0.006248,0.01553,1.91E-05,0,672.7704906
6221861800,6067,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6176871439,1354,2,1,0.0625,0.05316,0.000308,0,672.7704906
6251532251,60,0,2,0.02499,0.02545,0.0003862,0,672.7704906
2902878580,3572,2,11,0.006248,0.001457,4.20E-05,0,672.7704906
6251787910,298,0,2,0.02499,0.03339,0.0003862,2140.221541,672.7704906
4949759132,0,3,9,0.0625,0.01746,0.003395,0,672.7704906
6251882848,1036,0,2,0.02499,0.03339,0.0003862,3238.165759,672.7704906
6251674199,140,0,2,0.02499,0.03339,0.0003862,760.949306,672.7704906
6250345153,907,0,0,0.06873,0.01193,0.0001154,2234.088586,672.7704906
6251860459,789,0,2,0.02499,0.0119,0.0003862,2788.104938,672.7704906
6250805050,16,3,9,0.01094,0.06201,1.91E-05,0,672.7704906
6251539840,327,0,2,0.02499,0.02545,0.0003862,0,672.7704906
6221861800,7018,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6251784940,1961,0,2,0.02499,0.02545,0.0003862,2135.466797,672.7704906
6252010200,0,2,0,0.006248,0.004662,3.82E-05,5283.776228,672.7704906
6251899333,566,0,2,0.02499,0.03339,0.0003862,3525.978512,672.7704906
6251640760,319,0,2,0.02499,0.03339,0.0003862,0,672.7704906
6251625636,208,2,1,0.03125,0.06335,5.82E-05,2430.25455,672.7704906
6221861800,12456,0,0,0.0125,0.0159,0.0004044,951.371876,672.7704906
6221861800,2099,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6217823411,19,1,9,0.0125,0.0318,7.73E-05,0,672.7704906
6133391745,381,2,1,0.09692,0.01825,0.001791,0,672.7704906
6251795690,1,0,2,0.02499,0.03339,0.0003862,2149.856445,672.7704906
6251866953,96,0,2,0.02499,0.03339,0.0003862,2851.444573,672.7704906
6251982423,589,0,2,0.02499,0.03339,0.0003862,4950.309373,672.7704906
5464330466,121,3,9,0.1506,0.07642,0.0003862,0,672.7704906
5984978615,23,2,8,0.125,0.09546,0.0001545,0,672.7704906
5464330466,106,3,9,0.1506,0.07642,0.0003862,0,672.7704906
6251803864,1944,0,2,0.02499,0.02545,0.0003862,2175.432817,672.7704906
6176114691,275,3,9,0.125,0.1387,0.0001926,0,672.7704906
6221861800,15561,0,0,0.0125,0.0159,0.0004044,0,672.7704906
5966089485,70,0,0,0.03125,0.006836,1.91E-05,0,672.7704906
6250257820,4520,0,2,0.0625,0.1592,0.001158,0,672.7704906
6221861800,7760,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6186120532,362,2,9,0.006248,0.1323,0.0003281,0,672.7704906
6250505806,126,1,2,0.05109,0.03906,0.00193,0,672.7704906
4476805516,115,3,9,0.01938,0.004974,9.06E-05,0,672.7704906
6250245734,3126,0,2,0.0625,0.1184,0.001158,0,672.7704906
4857081234,286,2,2,0.0625,0.04773,0.0001736,0,672.7704906
4665891113,513,3,9,0.06189,0.03821,0.0003862,0,672.7704906
6176871439,172,2,1,0.01874,0.003887,2.67E-05,0,672.7704906
5921809619,274,0,0,0.006248,0.002331,0.0003862,0,672.7704906
6250023935,43,1,2,0.02539,0.02704,0.0005789,0,672.7704906
6251712256,637,0,2,0.02499,0.03339,0.0003862,1372.984113,672.7704906
6251856390,7,0,2,0.009369,0.01048,1.91E-05,2725.002718,145.629926
5950686756,221,2,8,0.01874,0.007301,9.44E-05,0,672.7704906
6176871439,1568,2,1,0.0625,0.05316,0.000308,0,672.7704906
6237505010,0,3,10,0.006248,0.003109,4.77E-06,0,672.7704906
4974639465,29,3,9,0.0625,0.08569,0.000926,0,672.7704906
4857080139,356,2,2,0.0625,0.04773,0.0001736,0,672.7704906
6206868490,148,1,9,0.06873,0.07556,0.0001431,0,672.7704906
6176858948,2046,2,1,0.0625,0.05316,0.000308,0,672.7704906
5633011441,34,1,8,0.0125,0.00544,1.91E-05,0,672.7704906
6251672941,601,0,2,0.02499,0.03339,0.0003862,757.956271,672.7704906
6146435380,91,3,1,0.06873,0.03253,0.001005,0,672.7704906
6251441029,198,0,2,0.125,0.04773,1.91E-05,5170.122635,672.7704906
6218406404,2624,2,0,0.04065,0.02069,3.82E-05,0,672.7704906
5402488769,535,1,0,0.0006247,0.003883,2.10E-05,0,672.7704906
4962227484,204,2,9,0.1875,0.0202,5.25E-05,0,672.7704906
6250245734,217,0,2,0.0625,0.1184,0.001158,0,672.7704906
6251892565,343,0,2,0.02499,0.03339,0.0003862,3410.843085,1179.953303
6251982423,715,0,2,0.02499,0.03339,0.0003862,4950.309499,672.7704906
515042969,13,2,0,0.01562,0.01553,0.0002155,2449.499266,672.7704906
515042969,13,2,0,0.01562,0.01553,0.0002155,2449.499266,672.7704906
515042969,13,2,0,0.01562,0.01553,0.0002155,2449.499266,672.7704906
515042969,13,2,0,0.01562,0.01553,0.0002155,2449.499266,672.7704906
515042969,13,2,0,0.01562,0.01553,0.0002155,2449.499266,672.7704906
6221861800,10517,0,0,0.0125,0.0159,0.0004044,0,672.7704906
515042969,15,2,0,0.01562,0.01553,0.0002155,1782.699435,672.7704906
515042969,15,2,0,0.01562,0.01553,0.0002155,1782.699435,672.7704906
6221861800,15362,0,0,0.0125,0.0159,0.0004044,0,672.7704906
4765556460,850,3,9,0.05627,0.0159,0.0008488,0,672.7704906
6251532251,213,0,2,0.02499,0.02545,0.0003862,0,672.7704906
6251726235,709,0,2,0.02499,0.02545,0.0003862,1437.049275,672.7704906
6221861800,2852,0,0,0.0125,0.0159,0.0004044,0,672.7704906
2902878580,1687,2,11,0.006248,0.001457,4.20E-05,0,672.7704906
6251803864,1072,0,2,0.02499,0.02545,0.0003862,2175.431945,672.7704906
6208865761,26,2,1,0.05627,0.0636,0.0009975,0,672.7704906
6251866953,682,0,2,0.02499,0.03339,0.0003862,2851.445159,672.7704906
6250245734,4470,0,2,0.0625,0.1184,0.001158,0,672.7704906
6221861800,15963,0,0,0.0125,0.0159,0.0004044,0,672.7704906
4665712499,1290,3,9,0.08496,0.07642,0.0003862,0,672.7704906
6251539840,92,0,2,0.02499,0.02545,0.0003862,0,672.7704906
4963594775,32,2,1,0.0625,0.02301,0.0002432,0,672.7704906
6250257820,4505,0,2,0.0625,0.1592,0.001158,0,672.7704906
6207118294,1,1,9,0.006248,0.003975,4.77E-06,0,672.7704906
6251726235,1102,0,2,0.02499,0.02545,0.0003862,1437.049668,672.7704906
6221861800,10470,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6251777719,71,0,2,0.02499,0.01263,0.0003862,2073.89447,672.7704906
6127630311,0,1,9,0.0125,0.02643,6.77E-05,0,672.7704906
3860877378,5,1,1,0.006248,0.0636,0.0001926,0,672.7704906
6251860459,348,0,2,0.02499,0.0119,0.0003862,2788.104497,672.7704906
6035592839,3,0,0,0.0625,0.04773,0.0007715,0,672.7704906
6251849958,510,0,2,0.02499,0.03339,0.0003862,2639.241876,672.7704906
4857080139,353,2,2,0.0625,0.04773,0.0001736,0,672.7704906
5966089485,162,0,0,0.03125,0.006836,1.91E-05,0,672.7704906
5402488769,1450,1,0,0.0006247,0.003883,2.10E-05,1985.309301,672.7704906
6251414911,1515,0,1,0.0625,0.0318,0.0001926,0,672.7704906
2902878580,3436,2,11,0.006248,0.001457,4.20E-05,0,672.7704906
6236788405,8,3,9,0.009369,0.006218,0.001358,0,672.7704906
6176871439,2292,2,1,0.0625,0.05316,0.000308,0,672.7704906
6221861800,15703,0,0,0.0125,0.0159,0.0004044,1398.971384,672.7704906
4665903885,189,2,9,0.0625,0.03821,0.0003862,0,672.7704906
6251904229,846,0,2,0.02499,0.03339,0.0003862,3549.873803,672.7704906
6250257820,648,0,2,0.0625,0.1592,0.001158,0,672.7704906
6176858948,2158,2,1,0.01874,0.003109,2.67E-05,0,672.7704906
5565068947,3,3,9,0.0625,0.03723,0.0001402,0,672.7704906
5402488769,2794,1,0,0.0006247,0.003883,2.10E-05,0,672.7704906
6251982423,399,0,2,0.02499,0.03339,0.0003862,4950.309183,672.7704906
6238844615,138,1,9,0.03125,0.02795,0.0001926,0,672.7704906
6221861800,16681,0,0,0.0125,0.0159,0.0004044,0,672.7704906
6221861800,18152,0,0,0.0125,0.0159,0.0004044,0,672.7704906
5960925264,94,3,9,0.125,0.03339,0.0003862,0,672.7704906
4665891113,407,3,9,0.06189,0.03821,0.0003862,0,672.7704906
6251812952,865,0,2,0.02499,0.07959,0.0003862,2199.344784,2633.845735
